gradyear,gender,age,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,cute,sex,sexy,hot,kissed,dance,band,marching,music,rock,god,church,jesus,bible,hair,dress,blonde,mall,shopping,clothes,hollister,abercrombie,die,death,drunk,drugs,cluster,pca1,pca2
2006,F,19.655,56,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0.2521287178772744,1.1044071968573592
2009,F,15.228,110,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1.1996817835717153,-0.9940825317835109
2009,F,14.949,59,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0000085959873777,-0.9316970508092193
2007,F,17.55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3195253214366911,1.0158767851676813
2007,F,17.517,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.849909232441074,-0.6642768529800082
2008,M,17.087,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.7062634722025116,-1.7605131678936232
2007,F,17.952,34,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0.8678798365026883,0.4199627613108101
2006,M,18.672,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-2.1302409909472875,-0.03417410991944275
2008,M,16.797,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.3342603590832534,-0.1899137137850985
2008,F,17.043,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3,2,0,0,0,0,0,0,3,1.4272340541092732,0.3180852463118592
2006,F,18.42,57,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1.004012133305355,0.16344406618582213
2007,F,17.963,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.4962077433559235,-1.247833791749864
2006,M,18.631,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,-2.251133262422696,0.27996224879905235
2008,F,16.7435,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8976714395934081,-0.08253498929235781
2006,F,19.099,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.26949249521892427,1.1641795667489738
2009,F,15.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3847005446543978,0.925319371718585
2006,F,18.472,44,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.6455665423742115,-0.22310916597401073
2008,F,16.676,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8822217604985617,-0.005751528192282652
2008,F,18.021,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,1.0297822619463637,-0.4040272599762376
2009,F,16.26,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0.9682104173896191,-1.1068946591908222
2006,F,18.59,122,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,2,1,0,0,0,0,3,1.7185255131207997,-1.9075917459225047
2008,F,17.112,27,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0.36262529573268465,-0.20320944745479216
2006,F,18.661,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.41800224763793775,0.4775466033529635
2009,U,15.795,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,4,1,0,2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,-1.1301301679421893,-0.6002941847294573
2007,M,17.424,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.7261893543437816,0.4125056333335396
2008,F,16.564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6712369673933437,-0.8294429467876109
2006,F,18.705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1.7806485101782468,0.021017807485928262
2006,M,18.631,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.492653914141677,2.5671476196632392
2008,F,16.797,137,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1.0184142071260271,-0.6100171958958452
2006,F,18.68,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,3,0.775475899742003,0.6174533972620052
2009,U,15.135,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.0146667958746824,-0.7647237464477168
2008,M,16.643,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.1474610516555077,-0.46052480634524867
2009,F,15.567,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0.7385546404771595,0.11029822343545032
2007,F,18.322,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19406191389616148,1.3854565775268626
2007,M,17.911,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.5086274351942874,-1.4412726623492191
2009,M,16.172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.2955929793708947,-0.2931686366887371
2008,F,16.7435,65,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,3,1.2635614777503925,-0.8905980464786226
2009,M,15.915,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.6227492190727966,-1.9693571139182446
2008,U,16.7435,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.7007777511525373,0.0599664626389451
2009,F,15.795,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.10091973235294611,-2.0226701317525846
2006,F,18.708,39,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,6,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.6234462275214392,0.6989412905776775
2007,F,17.7,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1.046795576375739,-0.8927464606358743
2009,U,16.104,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,-0.6084679182745982,-0.5148764478802749
2008,F,16.561,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.451720965135247,-0.10435846658974324
2006,M,19.277,7,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.1989197725741896,-0.394705216265228
2006,M,18.333,41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.37748374316298,-1.558942451910573
2008,F,16.706,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,1.4332550220166729,0.10374219356183466
2009,F,15.756,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0.7549802332385563,0.7240541395309896
2006,M,18.642,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,-2.7815659729857254,0.8937348706004001
2008,F,16.903,89,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0.640314685992913,0.2876422143699108
2006,F,19.107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.8332280478471904,0.1065056454129533
2009,F,15.795,42,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.5052422474602767,-1.3802021393516763
2007,F,18.081,23,0,0,2,0,1,1,0,1,1,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,3,0.8070939973357537,-0.02386375302056057
2008,M,16.422,39,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-2.4567247352837653,-0.740894222027374
2006,F,18.68,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.6865389842915408,-0.27338817176513525
2009,F,15.786,18,0,0,0,5,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,1.2987816808542774,-0.15569158251822407
2006,F,19.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.10312214571163775,1.5733497118671995
2007,M,18.215,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.973460467908762,0.44169597971833635
2008,M,16.364,18,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.240601894344235,-1.3195527091520098
2008,F,16.7435,0,2,1,0,0,0,0,1,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,3,0.8130435498099546,-0.04794070271575293
2006,F,18.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.016818249599016823,1.3412362687914836
2009,F,16.868,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1.1529252381393886,-0.2732100768748066
2007,U,17.687,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,-0.2946296154265866,-2.293726885323666
2008,F,17.941,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.13773449295030668,0.47835901785747503
2008,F,16.7435,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,4,0,0,0,2,1,0,0,0,1,0,0,3,0.8653248673893661,0.3974169858120571
2008,M,17.498,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.548492511827548,0.2791327333758541
2009,F,15.335,14,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,3,0.6974138998247104,0.165646466044468
2007,M,17.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.931871748194567,-0.1381879395035335
2008,U,17.199,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,-1.1996701471555031,2.5657732537338807
2007,F,17.462,1,6,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,0.2734424486945024,-0.7567851277962601
2006,F,19.102,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,2,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.1141627004893949,0.8879179296467341
2008,F,16.756,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,1.1712481729697646,-3.569406564334642
2006,F,19.19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.42649080258264654,0.5079384272525402
2008,M,16.838,18,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.9863867710050531,0.06495546688878215
2007,F,17.574,42,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0.9836360034564473,-0.47959786406270616
2008,F,16.769,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.1301341681699802,-0.8147661384534953
2008,F,16.849,74,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.7691279199828107,-0.3314564803453066
2008,F,16.747,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0.3619977326560873,0.4192361712144732
2008,F,16.567,63,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,4,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0.8692208902767368,0.8205182583413871
2007,F,17.925,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.9475186795217014,-1.3459377977495812
2007,F,18.201,18,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,3,0.7494915217358267,0.22647313552103207
2008,F,16.465,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.17048444244944141,-0.910938691340704
2008,U,16.7435,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.4885448660573788,-0.5471799232644056
2009,F,15.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.030298954139774962,3.7826457200322845
2008,M,17.207,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.344555618333529,-1.6941614889665633
2009,F,15.425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.677916940922357,-0.13964646003515593
2009,F,15.795,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8682788437527313,-0.9513959543133259
2006,M,18.45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.1452146438463315,-1.2370591865053187
2008,M,17.205,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.318756659280121,-1.3501963349919612
2006,U,18.278,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,-0.56386630688156,-0.024542700917047636
2007,F,18.127,114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,3,1.14354195740158,0.19015076073358358
2008,F,16.572,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.7080151280787464,0.9094914136877762
2007,F,18.018,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0.4324845305983472,0.8879753042058206
2006,M,18.261,76,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,0,1,-1.8948176726520212,-0.04063876500347556
2009,U,15.808,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.3092720107301161,-0.2888670417087305
2009,F,15.921,34,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0.7140638254649737,-0.3601081003007199
2008,F,16.868,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.36030698754678564,0.8583552480808264
2009,F,16.266,66,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,1.5060446842146438,-0.993779286413792
2009,M,15.302,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.3702894507723458,-0.31921657249744406
2006,F,18.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19354159606963042,1.1168615613124915
2006,M,18.686,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.2186848317670567,1.7436082606302112
2007,U,17.358,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-1.7985764400211015,-0.08225313723711185
2006,U,18.157,33,0,0,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-1.4209399917612537,-2.027025853770109
2008,F,16.7435,58,5,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,5,0,0,0,0,3,0,5,0,0,1,1,0,0,0,0,0,3,0.9479014524451531,-0.5006186505121957
2007,F,17.9,131,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1.5528632240568827,-0.6760477289363943
2009,M,16.597,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.3195051716631676,-0.22624910954803676
2009,F,15.795,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1.7643534648954413,-0.451928704048393
2009,F,16.153,164,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,0,1,0,0,1,0,0,0,2,0,1,2,2,0,0,1,0,0,0,3,1.3819797262415832,-0.299990719333153
2008,F,16.413,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.756902127960838,0.6335801516820108
2008,F,17.123,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,3,1,0,0,0,1,0,0,3,1.005315743438121,-0.4573715714211625
2006,F,18.278,73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.416472711629697,0.9462124444401444
2006,F,18.957,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.22158858416299812,6.28632520609729
2009,F,15.244,16,0,1,0,0,0,1,1,0,0,0,3,0,0,3,0,0,0,0,2,2,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,3,1.0132918734868281,-0.4585573750771156
2006,F,18.951,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0.03495898263411129,4.014592751160866
2006,F,18.357,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7644670264575831,0.7952884798845526
2006,F,18.68,34,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4660673077326902,-0.19105544287313395
2009,M,16.167,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.037049035343578,-2.3542608389945374
2006,M,19.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.821095798583021,1.315895975411778
2009,F,16.589,75,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3647220476442883,-0.8773557740342847
2007,F,17.604,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4520451540769647,-0.0848239900501038
2009,F,16.454,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,2,0,0,0.6704687240883985,0.31230273309312373
2006,F,18.921,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.10514829423436077,0.3606841962722899
2007,M,17.7,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-3.923289645534742,-1.0926125849248198
2006,F,17.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.12576956130706926,0.9515790161886383
2008,U,16.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.4734699768019504,-0.6032711100918187
2007,F,17.347,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,1,1,1,0,0,0,0,4,0,0,0,0,2,0,0,3,0,0,2,3,0.6824557110179251,1.8443136906934878
2007,M,17.27,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2.1067095321746914,-0.44932567360531467
2007,F,18.127,9,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0.06036630960972202,-0.20698028415170078
2007,M,17.7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2.2621357432357585,0.4691095038957744
2006,F,18.431,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0.7027065682869812,0.9176364592947331
2006,F,18.697,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,3,0.9894855717317717,0.2709327228072402
2006,F,19.244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.5165080534347315,-1.1732142177986769
2008,M,16.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.3359380154935385,-1.7520342633633503
